ID,Number of Likes(favor),Retweet Count,Is retweeted,bias,label,slc_label
1378003298033238017,1,1,False,lean left,['Exaggeration or minimization'],propaganda
1562166009225744385,1,0,False,lean right,['Name calling or labeling'],propaganda
989124900941123586,0,0,False,lean right,['Exaggeration or minimization'],propaganda
1565505686510895105,0,0,False,left,['Exaggeration or minimization'],propaganda
826573895046221824,224,89,False,left,['Loaded langauge'],propaganda
1512474982013710336,11,3,False,lean left,['Exaggeration or minimization'],propaganda
1528857146850516994,128,45,False,lean right,"['Loaded language', ' Exaggeration or minimization']",propaganda
1552015555519021058,34,1,False,right,"['Loaded language', ' Exaggeration or minimization', ' Red Herring']",propaganda
1515108102982582278,390,58,False,right,"['Repetition', ' Appeal to fear/prejudice', ' Loaded language', ' Bandwagon']",propaganda
1570425665396023296,95,5,False,left,"['Appeal to authority', ' Exaggeration or minimization']",propaganda
1575928307136200705,27,4,False,lean right,"['Appeal to authority', ' Exaggeration or minimization']",propaganda
1570858342758895616,85,5,False,left,['Exaggeration or minimization'],propaganda
1489074533449539591,0,860,False,left,['Exaggeration or minimization'],propaganda
1575591752333131776,6,4,False,lean right,['Exaggeration or minimization'],propaganda
1495946192177573895,0,2,False,left,"['Loaded language', ' Bandwagon']",propaganda
1575570653193080833,12,6,False,lean right,['Exaggeration or minimization'],propaganda
1546507524806959106,2725,389,False,lean left,['Exaggeration or minimization'],propaganda
1518602662995976195,5,1,False,left,"['Bandwagon', ' Exaggeration or minimization']",propaganda
1374351381352607744,103,3,False,left,['Loaded language'],propaganda
1575938291899170828,15,5,False,center,['Exaggeration or minimization'],propaganda
1565563365539192833,115,13,False,right,"['Loaded language', ' Exaggeration or minimization']",propaganda
1575937305994461207,28,3,False,center,['Exaggeration or minimization'],propaganda
1575930896858873857,9,4,False,center,['Exaggeration or minimization'],propaganda
1568685526353383428,1956,121,False,right,"['Exaggeration or minimization', ' Loaded language']",propaganda
1575871673739448320,14,2,False,center,['Exaggeration or minimization'],propaganda
1411036793210818562,37,3,False,right,"['Loaded language', ' Exaggeration or minimization']",propaganda
1576636882800152576,0,238,False,right,"['Loaded language', ' Name calling or labeling', ' Exaggeration or minimization']",propaganda
1575924722390401031,28,10,False,center,['Exaggeration or minimization'],propaganda
1531832713434611712,13,0,False,right,['Name calling or labeling'],propaganda
1564396450557165571,0,5,False,right,['Exaggeration or minimization'],propaganda
1440455617974456334,20,0,False,left,['Loaded language'],propaganda
1413258201726865416,24,0,False,left,['Exaggeration or minimization'],propaganda
1521894809602035714,10,0,False,lean left,['Loaded language'],propaganda
1575961949120040960,20,4,False,center,['Exaggeration or minimization'],propaganda
1526655250249170945,37,4,False,left,"['Bandwagon', ' Exaggeration or minimization']",propaganda
1575852467035770880,10,4,False,lean right,"['Exaggeration or minimization', ' Appeal to authority']",propaganda
1332039542166183939,75,13,False,right,['Exaggeration or minimization'],propaganda
1575917625296797709,9,5,False,lean right,['Exaggeration or minimization'],propaganda
1471580643050106890,14642,1990,False,left,['Exaggeration or minimization'],propaganda
1535658777420120065,0,13,False,left,['Loaded language'],propaganda
1576037441676402693,34,8,False,center,['Exaggeration or minimization'],propaganda
1464613381445496844,0,0,False,lean left,['Exaggeration or minimization'],propaganda
1576022114682945537,13,2,False,center,['Exaggeration or minimization'],propaganda
1517115193637154816,1,0,False,lean left,['Exaggeration or minimization'],propaganda
1245738226066866182,12,11,False,lean left,"['Appeal to authority', ' Loaded language', ' Exaggeration or minimization']",propaganda
1521131107156123650,2,0,False,lean left,['Exaggeration or minimization'],propaganda
1539646180669345792,0,0,False,right,['Name calling or labeling'],propaganda
1435081732856893442,41,4,False,right,"['Loaded langauge', ' Bandwagon']",propaganda
1555317682299609088,60,1,False,lean left,['Exaggeration or minimization'],propaganda
1507113423087222809,9382,2720,False,left,"['Loaded language', ' Appeal to fear/prejudice']",propaganda
1575992157420523522,26,8,False,center,['Exaggeration or minimization'],propaganda
1575622184545841152,9,0,False,lean right,non propaganda,non propaganda
1521659980033757184,8,1,False,lean left,non propaganda,non propaganda
1568088752643346433,101,1,False,left,"['Exaggeration or minimization', ' Loaded language']",propaganda
1399419256798912515,58,3,False,right,['Exaggeration or minimization'],propaganda
1087754770960580608,410,29,False,lean right,['Exaggeration or minimization'],propaganda
1572264465894363137,3,2,False,lean left,['Causal Oversimplification'],propaganda
1552698771145908230,21,2,False,right,['Exaggeration or minimization'],propaganda
1573478054055256071,1,0,False,right,['Loaded language'],propaganda
1548036073955004416,0,3,False,lean left,"['Loaded language', ' Appeal to authority']",propaganda
1539886708476592128,73,4,False,left,"['Exaggeration or minimization', ' Loaded language']",propaganda
1504821759538868224,2125,176,False,left,['Loaded language'],propaganda
1572973622167470082,38,9,False,lean right,['Exaggeration or minimization'],propaganda
1575140071602282496,31,4,False,center,['Exaggeration or minimization'],propaganda
1312366518013956096,6,4,False,lean left,['Exaggeration or minimization'],propaganda
1087706472329474048,18,1,False,lean right,['Loaded language'],propaganda
1514542799332560905,1357,176,False,lean left,"['Exaggeration or minimization', ' Loaded language']",propaganda
1514544429834674177,5899,844,False,lean left,['Loaded language'],propaganda
1575169871272361986,57,10,False,center,['Loaded language'],propaganda
1099867035297824769,16,0,False,lean right,['Exaggeration or minimization'],propaganda
1107683614270070786,11,0,False,lean right,['Exaggeration or minimization'],propaganda
1549118400512802818,3,3,False,lean left,"['Appeal to authority', ' Flag-waving']",propaganda
1410206523662417920,5,7,False,lean left,non propaganda,non propaganda
1565101444436574211,3,0,False,left,['Loaded language'],propaganda
1529063641328324609,4,0,False,lean left,['Loaded language'],propaganda
1105483536973418496,66,7,False,lean right,"['Exaggeration or minimization', ' Loaded language']",propaganda
1517536405404196868,197,32,False,lean left,non propaganda,non propaganda
1240275235154399233,4,2,False,lean left,non propaganda,non propaganda
1576444387705364481,109,22,False,center,"['Appeal to authority', ' Loaded language']",propaganda
1533524434279178243,0,10,False,left,['Exaggeration or minimization'],propaganda
1572348639208476672,332,101,False,lean right,['Loaded language'],propaganda
1527766719372075011,165,25,False,lean left,['Loaded language'],propaganda
1496673335224188928,174,18,False,right,"['Appeal to fear/prejudice', ' Flag-waving', ' Loaded language', ' Exaggeration or minimization']",propaganda
1369018242774175746,0,48,False,right,['Exaggeration or minimization'],propaganda
1496333603235631107,85,4,False,left,['Exaggeration or minimization'],propaganda
1275526544111415296,4,1,False,lean left,['Exaggeration or minimization'],propaganda
1557164259649503233,353,33,False,left,['Doubt'],propaganda
1559223349246660612,0,2426,False,left,non propaganda,non propaganda
1557159544907776002,172,28,False,left,['Exaggeration or minimization'],propaganda
1287007268161060864,0,0,False,lean left,['Exaggeration or minimization'],propaganda
1573693535198580740,13,0,False,lean left,['Exaggeration or minimization'],propaganda
1551820259203489792,109,15,False,left,['Loaded language'],propaganda
1106559731441623041,0,0,False,lean right,['Exaggeration or minimization'],propaganda
1569494295224221702,272,4,False,left,['Exaggeration or minimization'],propaganda
1549517333248577538,81,5,False,left,['Loaded language'],propaganda
1572240350093123585,727,159,False,lean right,"['Loaded language', ' Name calling or labeling']",propaganda
1567410972658376704,16,1,False,right,"['Red herring', ' Exaggeration or minimization']",propaganda
1573389595303186432,4,0,False,lean left,['Exaggeration or minimization'],propaganda
1575304485626339328,0,71,False,left,"['Appeal to authority', ' Exaggeration or minimization', ' Loaded language']",propaganda
826265604827004929,341,171,False,left,"['Exaggeration or minimization', ' Loaded language']",propaganda
1528672110452817920,2215,260,False,lean left,['Loaded language'],propaganda
1335572340214820865,4,1,False,lean left,['Exaggeration or minimization'],propaganda
1540113590392438784,1393,527,False,right,"['Exaggeration or minimization', ' Repetition', ' Doubt']",propaganda
1527777676874121216,372,148,False,lean left,"['Exaggeration or minimization', ' Loaded language', ' Repetition', ' Doubt']",propaganda
1543276262768214019,0,146,False,right,['Loaded language'],propaganda
1572923778241265665,0,584,False,left,['Loaded language'],propaganda
1452631832047013891,11,1,False,lean left,['Loaded language'],propaganda
1316075231262339072,13,1,False,right,['Loaded language'],propaganda
1575552646231908353,184,38,False,left,"['Loaded language', ' Doubt']",propaganda
1488517367969861642,1,0,False,left,['Loaded language'],propaganda
1103045766602547201,112,7,False,lean right,"['Exaggeration or minimization', ' Loaded language']",propaganda
1569473545570516994,29,0,False,left,['Loaded language'],propaganda
1564315760427769856,2,0,False,lean left,"['Exaggeration or minimization', ' Loaded language']",propaganda
1557012333523877899,6,1,False,left,['Loaded language'],propaganda
1524111141336666112,765,80,False,lean left,['Loaded language'],propaganda
1543621593372434434,23,2,False,lean left,['Loaded language'],propaganda
1574132313427959809,10,1,False,left,['Loaded language'],propaganda
1576115320049340416,13,4,False,lean right,['Loaded language'],propaganda
1100797433582362631,60,2,False,lean right,['Loaded language'],propaganda
1380465453831704578,390,100,False,left,"['Exaggeration or minimization', ' Loaded language']",propaganda
1558260180911067138,3,0,False,left,"['Exaggeration or minimization', ' Loaded language']",propaganda
1556669232762568704,31,3,False,left,['Loaded language'],propaganda
1524502995215560707,2757,621,False,lean left,"['Exaggeration or minimization', ' Loaded language', ' Doubt']",propaganda
1532542685529219072,106,37,False,left,"['Appeal to authority', ' Loaded language']",propaganda
1367553718862897153,41,3,False,left,['Loaded language'],propaganda
1552382002363613185,40,4,False,right,"['Loaded language', ' Name calling or labeling']",propaganda
1572401945457086465,2,0,False,left,"['Obfuscation', ' intentional vagueness', ' confusion', ' Loaded language']",propaganda
1397293152440967173,21,1,False,right,['Loaded language'],propaganda
1222915133158100993,3,2,False,lean left,"['Appeal to authority', ' Loaded language']",propaganda
1556807271375683584,0,21,False,left,['Loaded language'],propaganda
1552509565413081090,1,0,False,left,['Loaded language'],propaganda
1471525940471734274,40,5,False,right,['Exaggeration or minimization'],propaganda
1575538455077068800,52,13,False,left,['Loaded language'],propaganda
1540235941268398081,11215,1290,False,lean left,"['Loaded language', ' Doubt']",propaganda
1530169076705796096,139,51,False,lean right,['Loaded language'],propaganda
1546966978098864128,335,78,False,left,"['Appeal to authority', ' Loaded language']",propaganda
1538636293336227840,0,37,False,right,['Loaded language'],propaganda
1508985453927673857,19,2,False,lean left,['Loaded language'],propaganda
1534613326222741505,13,3,False,lean left,['Loaded language'],propaganda
1550610316890935296,70,9,False,left,['Loaded language'],propaganda
1526558165801877507,573,134,False,left,"['Loaded language', ' Name calling or labeling']",propaganda
1518615805474353153,3099,886,False,left,"['Loaded language', ' Bandwagon']",propaganda
1538350781899882496,356,25,False,right,['Exaggeration or minimization'],propaganda
930602906994331648,111,17,False,left,['Exaggeration or minimization'],propaganda
1563288392510554113,20,3,False,left,['Loaded language'],propaganda
1509660088780439552,1,0,False,lean left,['Loaded language'],propaganda
1574746054675017728,0,7,False,right,non propaganda,non propaganda
1576440610831175680,46,6,False,center,"['Exaggeration or minimization', ' Loaded language']",propaganda
1087711862228221953,72,1,False,lean right,['Name calling or labeling'],propaganda
1571877849644113920,0,45,False,right,"['Loaded language', ' Flag-waving']",propaganda
1493972416703389698,210,32,False,left,['Loaded language'],propaganda
1562439931724632067,1,0,False,lean left,"['Loaded language', ' Repetition']",propaganda
1542160454704848897,0,0,False,right,['Loaded language'],propaganda
1516771587420217348,2,1,False,left,['Loaded language'],propaganda
1537853560137850881,3,0,False,lean left,"['Appeal to authority', ' Loaded language', ' Flag-waving']",propaganda
1575581291424010240,0,13,False,left,['Loaded language'],propaganda
1576278537207795712,272,90,False,left,['Loaded language'],propaganda
1561446871779999748,0,0,False,lean right,"['Loaded language', ' Doubt']",propaganda
1573397854445600777,1,0,False,lean right,"['Exaggeration', ' Loaded language']",propaganda
1377598715758792707,0,1840,False,left,['Loaded language'],propaganda
1576605113002491905,87,15,False,center,non propaganda,non propaganda
1564606911500124163,60,22,False,right,['Loaded language'],propaganda
1537020289359437824,4,2,False,lean left,"['Appeal to authority', ' Loaded language']",propaganda
1536893621630287873,65,1,False,right,non propaganda,non propaganda
1550832730191036417,15,0,False,left,['Loaded language'],propaganda
1539295465325350915,30,5,False,lean left,"['Appeal to authority', ' Slogans']",propaganda
1538212341891883008,0,0,False,right,['Loaded language'],propaganda
1568993913347936258,35,23,False,right,"['Black-and-white Fallacy', ' Dictatorship', ' Loaded language']",propaganda
1379051818018291717,284,4,False,left,non propaganda,non propaganda
1540862371513630721,3,0,False,left,non propaganda,non propaganda
1574049999545057280,90,5,False,lean right,"['Exaggeration or minimization', ' Loaded language']",propaganda
1539649352033251329,0,0,False,right,non propaganda,non propaganda
1541963023451029507,8,3,False,lean left,['Appeal to authority'],propaganda
1536144561843609602,60,0,False,right,non propaganda,non propaganda
1489626471714988033,130,35,False,left,non propaganda,non propaganda
1549696133252845570,91,28,False,left,['Loaded language'],propaganda
1497284161555603460,2766,1170,False,left,['Loaded language'],propaganda
1533845340478119936,37,5,False,lean left,['Appeal to authority'],propaganda
1497716634416562176,0,135,False,left,non propaganda,non propaganda
1574117712560799745,33,8,False,lean right,"['Loaded language', ' Flag-waving']",propaganda
1558045987943452674,5,0,False,left,['Loaded language'],propaganda
1425126630771593219,15,11,False,lean left,non propaganda,non propaganda
1522399328945463296,10,0,False,left,['Loaded language'],propaganda
1520183045214523392,36,5,False,left,['Loaded language'],propaganda
1521525259526197248,199,39,False,left,"['Appeal to fear/prejudice', ' Loaded language']",propaganda
1516544059820621832,10,1,False,lean left,non propaganda,non propaganda
1440788054357069832,8,3,False,lean left,['Loaded language'],propaganda
706850711904976896,0,0,False,left,['Loaded language'],propaganda
1567129485996171264,1,0,False,lean left,non propaganda,non propaganda
1568688998331351040,0,0,False,lean left,non propaganda,non propaganda
1329840416368316417,422,167,False,left,"['Loaded language', ' Name calling or labeling']",propaganda
1275614303106879491,140,3,False,left,['Loaded language'],propaganda
1513920809064144902,7344,779,False,lean left,['Loaded language'],propaganda
1558524275618979840,8,0,False,right,non propaganda,non propaganda
1512137910681849864,247,25,False,right,"['Exaggeration or minimization', ' Bandwagon']",propaganda
1558430674687770624,63,11,False,lean right,"['Loaded language', ' Name calling or labeling', ' Exaggeration or minimization']",propaganda
1559188991936811014,17,0,False,lean right,['Loaded language'],propaganda
1550272790687010817,1508,163,False,left,non propaganda,non propaganda
1570393155127623680,24,7,False,lean left,['Loaded language'],propaganda
1550206458138185728,2,1,False,right,['Bandwagon'],propaganda
1557798557528236032,27,0,False,right,['Loaded language'],propaganda
1545391815641235459,114,26,False,left,['Loaded language'],propaganda
925461839827357698,100,47,False,left,['Loaded language'],propaganda
1485446611614695428,228,39,False,right,['Exaggeration or minimization'],propaganda
1576564204869648385,5,1,False,lean left,non propaganda,non propaganda
943245226843475969,100,48,False,left,['Loaded language'],propaganda
1570462023280111616,42,21,False,right,"['Loaded language', ' Exaggeration or minimization']",propaganda
955463583248343040,75,10,False,left,['Loaded language'],propaganda
954061532178075650,1,0,False,left,['Loaded language'],propaganda
652166976366731266,23,24,False,left,['Loaded language'],propaganda
1404193286932271105,35,0,False,left,non propaganda,non propaganda
1572626153931960322,17,0,False,lean right,non propaganda,non propaganda
1566421925248880642,1,0,False,lean right,non propaganda,non propaganda
1572621711903789056,106,14,False,left,"['Appeal to authority', ' Loaded language']",propaganda
1535373503272210434,75,17,False,left,['Loaded language'],propaganda
1539783847440703488,0,0,False,right,non propaganda,non propaganda
1539787072474595331,0,0,False,right,['Loaded language'],propaganda
1568068576615055360,7,2,False,right,non propaganda,non propaganda
1555272393794387970,6,2,False,lean left,non propaganda,non propaganda
1555502780118450182,191,18,False,left,"['Causal oversimplification', ' Loaded language']",propaganda
1522265138258227202,6375,793,False,lean left,"['Loaded language', ' Doubt']",propaganda
1572304090423599111,29,5,False,lean right,['Loaded language'],propaganda
1519904707505836032,14,1,False,left,non propaganda,non propaganda
1545527093097861123,8,0,False,left,['Loaded language'],propaganda
1541081845508591617,0,0,False,right,non propaganda,non propaganda
1451575234205818885,42,3,False,right,['Loaded language'],propaganda
1571490481091088394,0,0,False,lean right,"['Loaded language', ' Name calling or labeling']",propaganda
1567909327955976192,71,6,False,left,['Loaded language'],propaganda
1561012644898869248,3,1,False,lean left,['Doubt'],propaganda
1570737221074046976,12,1,False,lean right,non propaganda,non propaganda
1455687594315075589,66,1,False,right,['Exaggeration or minimization'],propaganda
1562251595085410304,8,3,False,lean left,non propaganda,non propaganda
1569849552513146882,0,0,False,lean right,['Loaded language'],propaganda
1458439564847157253,54,9,False,right,non propaganda,non propaganda
1572637259480076297,0,402,False,left,"['Loaded language', ' Doubt']",propaganda
1559718443276029952,51584,5457,False,left,['Loaded language'],propaganda
1559562710446137345,54,21,False,left,non propaganda,non propaganda
628535258938535936,1,0,False,left,['Loaded language'],propaganda
1482200127276294150,0,388,False,lean left,['Bandwagon'],propaganda
1575833201960009732,134,25,False,lean right,['Loaded language'],propaganda
1575320710003986432,22,2,False,lean right,['Loaded language'],propaganda
1463903010493501446,548,18,False,left,['Flag-waving'],propaganda
1570846324991598592,155,11,False,right,non propaganda,non propaganda
1566646556136202241,280,4,False,left,['Loaded language'],propaganda
1345429268940120066,2289,384,False,lean right,non propaganda,non propaganda
1350061912747352067,0,30,False,lean right,non propaganda,non propaganda
1550523263280824321,24,5,False,left,['Loaded language'],propaganda
1569755580184817669,945,142,False,right,['Loaded language'],propaganda
1570944750068584448,2,0,False,left,non propaganda,non propaganda
1573985869660360705,3,3,False,lean left,"['Exaggeration or minimization', ' Loaded language']",propaganda
1547218706245246982,0,46,False,left,['Exaggeration or minimization'],propaganda
1537174325190660097,3,0,False,lean left,"['Flag-waving', ' Loaded language']",propaganda
1573556955938971649,14,11,False,lean left,"['Appeal to fear/prejudice', ' Loaded language', ' Name calling or labeling']",propaganda
1549382720664608774,702,234,False,right,non propaganda,non propaganda
1572634100195811329,0,109,False,lean right,['Loaded language'],propaganda
1548037088955621381,0,2,False,lean left,"['Appeal to fear/prejudice', ' Bandwagon', ' Loaded language']",propaganda
1572512021668659201,9,8,False,lean left,['Bandwagon'],propaganda
1107971334749986816,231,9,False,lean right,non propaganda,non propaganda
1107813825804423168,149,45,False,lean right,"['Name calling or labeling', ' Doubt', ' Reductio ad Hitlerum']",propaganda
1570928983231037440,432,148,False,right,"['Exaggeration or minimization', ' Causal oversimplification']",propaganda
1565517226521890817,0,17,False,left,non propaganda,non propaganda
1576099948587880448,0,1,False,lean left,"['Loaded language', ' Doubt']",propaganda
1575012280940437505,147,38,False,right,"['Loaded language', ' Doubt']",propaganda
1572245779103760389,4,0,False,left,non propaganda,non propaganda
1525440113605414913,2,0,False,lean left,['Loaded language'],propaganda
1509586857281081354,1,0,False,lean left,['Loaded language'],propaganda
1576931516952739840,109,49,False,lean right,"['Loaded language', ' Exaggeration or minimization']",propaganda
1555756270593908738,1,0,False,left,"['Loaded language', ' Bandwagon']",propaganda
1512472001344155654,3,0,False,lean left,"['Loaded language', ' Exaggeration or minimization']",propaganda
963774494203695104,0,9,False,lean right,non propaganda,non propaganda
1573322250228584449,193,57,False,right,non propaganda,non propaganda
1563336468764164101,2,0,False,left,['Loaded language'],propaganda
1562175004829224964,2,0,False,left,non propaganda,non propaganda
985892419567841280,0,9,False,lean right,non propaganda,non propaganda
991093120115802112,0,7,False,lean right,['Loaded language'],propaganda
1572333574757715968,301,36,False,right,"['Exaggeration or minimization', ' Loaded language']",propaganda
1576743854715305986,8,4,False,lean left,non propaganda,non propaganda
1571679859113598978,37,10,False,right,['Loaded language'],propaganda
1563030853516951554,5,0,False,left,['Loaded language'],propaganda
1463869391146262530,939,25,False,left,['Loaded language'],propaganda
1107684787215613953,21,0,False,lean right,['Loaded language'],propaganda
1437454372464640013,1,1,False,left,['Loaded language'],propaganda
1574068769160306691,0,1327,False,lean right,"['Loaded language', ' Exaggeration or minimization', ' Doubt']",propaganda
1103995507180036096,4,0,False,lean right,non propaganda,non propaganda
1560099288742563845,0,1673,False,lean left,non propaganda,non propaganda
1571844749254098945,0,136,False,right,non propaganda,non propaganda
1556828317512519685,35,6,False,left,"['Loaded language', ' Flag-waving', ' Appeal to authority']",propaganda
1103405136511201287,2,0,False,lean right,"['Loaded language', ' Appeal to fear/prejudice']",propaganda
1103284492297555969,41,2,False,lean right,non propaganda,non propaganda
1559724559401721858,20,6,False,left,['Loaded language'],propaganda
1569679314161135616,7,1,False,lean left,non propaganda,non propaganda
1569667863069298689,6,2,False,lean left,['Doubt'],propaganda
1102939294266806273,0,0,False,lean right,non propaganda,non propaganda
1102711822401110016,33,1,False,lean right,['Causal oversimplification'],propaganda
1569326298199105536,17,7,False,lean left,non propaganda,non propaganda
1562516574065414146,32,5,False,right,"['Obfuscation', ' Intentional vagueness', ' Confusion']",propaganda
1535060362302980096,31,2,False,left,non propaganda,non propaganda
1100834136347025408,74,7,False,lean right,['Doubt'],propaganda
1517320528280928263,37,6,False,left,['Bandwagon'],propaganda
1523306224745598979,136,12,False,left,non propaganda,non propaganda
1087706241944686597,11,0,False,lean right,"['Appeal to authority', ' Repetition', ' Thought-terminating cliche']",propaganda
1104013773050970113,1,0,False,lean right,['Exaggeration or minimization'],propaganda
1576645053518589952,6391,1148,False,lean right,"['Loaded language', ' Bandwagon']",propaganda
1571749703296884738,50,39,False,lean left,['Loaded language'],propaganda
1570089718083207172,45,6,False,left,['Loaded language'],propaganda
1572302421254377473,9,7,False,lean left,"['Appeal to fear/prejudice', ' Doubt']",propaganda
1107624193053655042,1,0,False,lean right,['Loaded language'],propaganda
1572170124223725569,8,3,False,lean left,"['Loaded language', ' Causal oversimplification', ' Doubt']",propaganda
1572101102387986437,3,2,False,lean left,non propaganda,non propaganda
1481999240591290380,41,9,False,left,non propaganda,non propaganda
1567295218315132928,17,0,False,left,['Exaggeration or minimization'],propaganda
1564708386742194176,559,136,False,left,"['Flag-waving', ' Name calling or labeling']",propaganda
1553454564896129026,57,15,False,right,non propaganda,non propaganda
1564662087741329411,2,0,False,left,non propaganda,non propaganda
1551626408048435200,2,1,False,lean left,"['Appeal to authority', ' Bandwagon', ' Loaded language']",propaganda
1571156182160621569,10,3,False,lean left,non propaganda,non propaganda
1487433888775524356,463,47,False,left,['Loaded language'],propaganda
1552008025384394753,2,0,False,lean left,"['Loaded language', ' Appeal to authority', ' Flag-waving']",propaganda
1552014925492588545,5,0,False,lean left,"['Slogans', ' Appeal to fear/prejudice', ' Loaded language', ' Flag-waving', ' Repetition']",propaganda
1105484725177729024,46,8,False,lean right,"['Slogans', ' Loaded language']",propaganda
1509247058041053194,0,1,False,lean left,"['Appeal to authority', ' Loaded language']",propaganda
1576797545413726209,16,3,False,lean right,"['Loaded language', ' Exaggeration or Minimization']",propaganda
1576264562923667456,0,0,False,left,['Loaded language'],propaganda
1529952578661916672,56,7,False,lean right,['Loaded language'],propaganda
1346955960204447747,936,126,False,left,"['Loaded language', ' Flag-waving', ' Exaggeration or minimization']",propaganda
1526610996374257664,2,0,False,left,non propaganda,non propaganda
1521806669453434880,5,1,False,lean left,non propaganda,non propaganda
1521656532206821377,6,1,False,lean left,non propaganda,non propaganda
1521651376790847488,0,0,False,lean left,['Loaded language'],propaganda
1528229183410798615,1,0,False,right,['Loaded language'],propaganda
1316926516899598336,0,406,False,left,non propaganda,non propaganda
1535325805986856960,9,1,False,left,['Loaded language'],propaganda
1570444879905558528,0,2,False,right,['Loaded language'],propaganda
1308047159913308162,243,13,False,left,['Loaded language'],propaganda
1575698054002491392,395,97,False,lean right,non propaganda,non propaganda
1541834369978990592,74,23,False,left,['Loaded language'],propaganda
1547769379776892928,756,162,False,left,['Loaded language'],propaganda
1297938723108196359,89,7,False,left,non propaganda,non propaganda
1554972504938401793,0,20,False,lean left,non propaganda,non propaganda
1573018227596304384,1,0,False,lean left,['Loaded language'],propaganda
1573265536292900864,0,593,False,right,non propaganda,non propaganda
1525606208962428928,393,132,False,left,['Loaded language'],propaganda
1567513203655016450,48,16,False,right,['Appeal to fear/prejudice'],propaganda
1526703866238095363,62,13,False,lean left,['Appeal to authority'],propaganda
1529267425769885697,8,6,False,lean left,['Appeal to authority'],propaganda
1395092277383602176,46,5,False,right,"['Loaded language', ' Name calling or labeling', ' Doubt']",propaganda
1506737358368133124,69,8,False,left,"['Loaded language', ' Exaggeration or minimization']",propaganda
1513527355301584902,126,7,False,left,non propaganda,non propaganda
1566034518565322757,0,200,False,right,non propaganda,non propaganda
1532854907199377408,0,17,False,left,non propaganda,non propaganda
1531799161934336003,28,1,False,right,['Bandwagon'],propaganda
1529785049515704320,0,1,False,lean left,non propaganda,non propaganda
1529257427102728193,32,6,False,lean left,"['Appeal to authority', ' Loaded language']",propaganda
1518943289117978626,0,4,False,left,['Loaded language'],propaganda
1529248765227454464,31,14,False,lean left,['Appeal to authority'],propaganda
1528780351547514886,2,1,False,lean left,['Loaded language'],propaganda
1566901200494157824,0,47,False,right,non propaganda,non propaganda
1360699652572610560,565,141,False,left,"['Loaded language', ' Straw man']",propaganda
1509371988204216321,19,0,False,left,non propaganda,non propaganda
1526741911184220161,4,0,False,lean left,['Appeal to authority'],propaganda
1526727906176774145,43,10,False,lean left,non propaganda,non propaganda
1557073470336516096,0,201,False,left,non propaganda,non propaganda
1568229835440377856,91,6,False,left,non propaganda,non propaganda
1571818730346233856,7,0,False,right,"['Black-and-white fallacy', ' Loaded language', ' Slogans']",propaganda
1570072704979705856,7,1,False,left,['Loaded language'],propaganda
